Text,Emotion
"""Unless we switch to Antlr 3.0 ( and even though, I'm not sure this would fix the problem), there is nothing we can do.""",Sad
"""Sorry for the wild goose chase!""",Sad
"""Sorry - the above comes across as terse.""",Sad
"""Sorry, in rushing to commit I forgot to add author during the commit.""",Sad
"""Sorry, that should have said fixed via HADOOP-4980, not 6980.""",Sad
"""So I also changed a test to test a non-ascii stopword :) """,Sad
"""The guy on our team that was going to do this was swamped, so I re-assigned this to you.""",Sad
"""Sorry.""",Sad
"""Um sorry, i thought this ticket was about something else - patch attached, David would you give a try?""",Sad
"""Sorry.""",Sad
"""I'm sorry Mark,  I came back here to remove my comment as after building the app from scratch I have found that by default it used  WhenExhaustedAction = GROW and not BLOCK!""",Sad
"""Excuse me for stolen assignement.""",Sad
"""Sorry for the mistake.""",Sad
"""Sorry, for all the issue mails, I forgot to mention the second:  2) There is commented source in the test, should it be enabled or removed?""",Sad
"""Sorry, I forgot to change the priority of this one.""",Sad
"""The biggest problem is that we've had too many committers over the years and we'd have to get all of their permission to change it.""",Sad
"""Sorry, this should be YARN JIRA - filed YARN-350 instead""",Sad
"""Sorry; I hit close by accident.""",Sad
"""I did not have time to do it yesterday.""",Sad
"""Sorry if this was not clear, and yes, by <blank> I meant an empty string.""",Sad
"""You are going to kill me when I say this, but it seems like we should just commit your first patch.""",Sad
"""Grumble, grumble...""",Sad
"""In current version the same error cause different messages because there are many commiters.""",Sad
"""(back from holidays, so a bit delayed, but) I confirm Andrzej's suggestion -- a plain-text only summarized is ideal for clustering for example.""",Sad
"""Sorry, we are no longer using Xerces.""",Sad
"""Sorry for the noise.""",Sad
"""Sorry for that.""",Sad
"""RMAppAttemptImpl.recoverAppAttemptTokens()  Looks like all changes in RMAppImpl are unnecessary.""",Sad
"""I'm very sorry.""",Sad
"""Sorry, I tought I could commit this patch but I did not realize that one of the files is in the framework (and I have not access to it). """,Sad
"""My patch wouldn't compile.""",Sad
"""Brandon, sorry.""",Sad
"""The cause is that the call to SpecificResponder.writeError in Responder.respond ultimately calls GenericData.resolveUnion which in turn calls GenericData.getSchemaName before the line where the UnresolvedUnionException gets thrown.""",Sad
"""Unfortunately, in these days where everyone that can put a CD the right way up in a drive is a Linux/Unix/Windows/Internet Expert, this has become pretty common.""",Sad
"""First guess: something's getting confused about reversed-ness.""",Sad
"""Sorry about that.""",Sad
"""To upgrade to a recent version of Jackrabbit, see http://wiki.apache.org/jackrabbit/BackupAndMigration I'm afraid I can't say much about the risk.  """,Sad
"""Sorry.""",Sad
"""Sorry about that...  http://bit.ly/12UiaS""",Sad
"""Seems to be a faulty mailserver setup at laguna-industries.com.""",Sad
"""Sorry, grabbed the wrong ticket.""",Sad
"""Sorry Avdhesh, I forgot to add these two files to the patch, here is the new patch containing the missing files""",Sad
"""Yes, the patch is badly named - sorry!""",Sad
"""If someone wants to take this over, that's cool - I'm unlikely to have time in the next week and a half, though.""",Sad
"""I have a really bad habit of not reading thru all the bug comments before asking questions.""",Sad
"""Missed 2 new files - sorry !""",Sad
"""Especially I don't know very much about the test framework differences.""",Sad
"""[~shazron]Sorry, that was weird.""",Sad
"""One of the error is that hiddenActivations cannot be resolved.""",Sad
"""The problems I was talking about are mostly fixed by [HADOOP-3575] and [HADOOP-3480].""",Sad
"""Sorry about that.""",Sad
"""yup sorry just fixed.""",Sad
"""Here is addendum to fix (Sorry about build breakage)""",Sad
"""Sorry for the super-slow uptake on this, the new job is using up all of my limited brain resources. """,Sad
"""Sorry.""",Sad
"""I have this issue, where my server and client is creating a lot of loopback threads, that I believe must be related to this issue.""",Sad
"""sorry for delay""",Sad
"""Sorry I'm wrong about #2.""",Sad
"""It is not yet tested - I ran into strange build problems with APR. """,Sad
"""I'm sorry.""",Sad
"""Sorry, I see that you say the same, Mike :)""",Sad
"""Sorry, yes I believe this has been resolved.""",Sad
"""> then we don't save IO by limiting the buffer size to 1 KB  I'm confused by this.""",Sad
"""The problem is that it builds awt, and that requires some dependencies.""",Sad
"""I don't have resources to hand to test this at mo.""",Sad
"""Completely missed issue 614..""",Sad
"""Sorry [~svenkat], I just committed this.""",Sad
"""Sorry for the noise..""",Sad
"""I don't have strong opinions about it either way.""",Sad
"""Sorry for being confusing.""",Sad
"""This half-reuse is more confusing for new devs who see this code for the first time.""",Sad
"""huh ... i thought i did resolve this.""",Sad
"""Sorry for the huge delay Fabio.""",Sad
"""Sorry for the noise.""",Sad
"""Thanks Jukka for fixing this :) (sorry)""",Sad
"""Sorry, Thiru, I hope you haven't already started working on this!""",Sad
"""Not sure I want the transient inability to clean up some local log or other trivial task to kill a whole pig job?""",Sad
"""I misread.""",Sad
"""s/[~apurtell]/[~lhofhansl]/  Sorry guys.""",Sad
"""I will try to do more research on it.""",Sad
"""Aaron, sorry about this.""",Sad
"""Sorry, probably a misunderstanding from my side....""",Sad
"""Sorry.""",Sad
"""Oh, sorry.""",Sad
"""I haven't had any time to try re-upgrading after having to back out 2.0.8, but I will be sure to let you know how it works out as soon as I get the opportunity.""",Sad
"""Sorry, db name is TPCDB, user name TPC, pwd whatever...""",Sad
"""Sorry, I thought issue (and provided patch) were about cocoon-servlet-service-impl, used by either C2.2 and C3 but only now I see that instead they are related to cocoon-servlet-service-components (C2.2 only).""",Sad
"""While creating the DerbyTest I did notice that this problem is caused by the Database pool because it tries to connect to the database in the background.""",Sad
"""Please ignore attachment (id=6938).""",Sad
"""Sorry for the missing class src/java/org/apache/jdo/tck/lifecycle/StateTransitionsReturnedObjects.java.""",Sad
"""sorry....""",Sad
"""I've tried something similar (I removed the handlers and kept the readers), but the performance was not visible.""",Sad
"""Line 1664 (sorry, the 0.94 codeline)""",Sad
"""Sorry  about that, tiredness.""",Sad
"""Sorry Jacques, I'll upload another file.""",Sad
"""Unable to reproduce issue.""",Sad
"""The patch should be relatively trivial, but like I said, I have no idea if there is other important stuff going on there or not.""",Sad
"""Hey, sorry I did not get back to you sooner.""",Sad
"""It does not look very useful.""",Sad
"""Sorry for the delay and thanks for the good work, works like a charm!""",Sad
"""Sorry I didn't use your patch, but I think you'll like the end result.""",Sad
"""Sorry.""",Sad
"""WOW....you are right...I'm deeply sorry to bother you guys (and I'm also a bit embarrassed).""",Sad
"""well sorry, i didn't upload the right files""",Sad
"""You would need to implement session resume; thats a whole new can of worms.""",Sad
"""I am checking out the dojo fixes and patching them in, sorry for the delay, it has been a long time """,Sad
"""Sorry [~kumarr], let's just do this in 0.96.""",Sad
"""Sorry guys... :( I was the reason for this trouble.""",Sad
