Text,Emotion
Yup these are his white    ignorant  uneducated racist hateful moronic followers     that he has endeared himself to   😡😡😡😡 @senatemajldr  @WhiteHouse  @TeaPainUSA  @mmpadellan  @robreiner  @TheRickyDavila  @mmpadellan  @Barbara21Mando  @amvetsupport https://t co/WIgSrdKutV,Anger
@Rimsssxo Get ur MOOJEEE pens and start writing no time for slacking in this 2020 😡,Anger
@ncthardsoftstan LET ME LOVE TAEIL 😡😡😡,Anger
I’m always giving this girl from big lots a discount but she never gives me one when I go to big lots 😡,Anger
@George4Cars Just what my computer expert said   And now once again Im stuck   I have never been more frustrated than I am now   Trying to sort my life out during a lockdown days after being retrenched   I have no computer or printer   Just an ancient phone 😡😡,Anger
@ChouhanShivraj I appreciate your work  But some people are not following rules I don't know why they are not following rules they are against India 😡😡 those people who are not following rules you are doing good work you are decreaseing our economy,Anger
@PoolWaiter Because there are no tests here😡,Anger
@SusanHarris80 @MetroUK Now we know  😡  Let’s hope the government stops paying the farmers  and British workers will then be employed ,Anger
@Pxnda_Jxhn @luvharii @ramennbo @LovelynKookie_ no ur not 😡,Anger
@Facebook trying to help my Dad get back into his acct can’t use the send message to three friends  3/5 of options to choose from have died  sent in pic DL and pic of piece of mail  to him  sent pic of him  Jumped through ur hoops never heard back  2+ wish GET IT TIGETHER!!!!😡,Anger
@ashleymaryxo fav couple 😡😡😡😡😡,Anger
@DeepStateExpose Crazy shit😡,Anger
someone play Mario cart with me 😡,Anger
Lmaooooo we too mad😡 in this country https://t co/WEuqRtHv8j,Anger
This is a lie bc I divorced Obama 😡,Anger
@auntyhistamine we are no longer friends 😡😡😡,Anger
@sarahedwig Don’t do that!!!! 😡😡😡 https://t co/cj75RHOsT8,Anger
@offlineleen @blackghost_____ @Kinglamarr___ Peleeee    ur pple for house na fools   didirin omo   woman make I no reason you o😡😡  I still dey give u respect,Anger
@stanfallaway You ain’t dm yet? 😡,Anger
@kariellex @pattonoswalt Bunch of pseudoscience  Hermione would hate home too 😡,Anger
@falselettos YOU ARE RUDE!! mean british lady!!😡☹️,Anger
@VodafoneGhana what’s all this🤬😡😡😡??,Anger
@LizziejackLiz They are obsessed with trying to get a date out of them when obviously that’s impossible 😡,Anger
@nctjaiehyun #  I'm back! then you'll leave me? 😡,Anger
imma start projecting and acting on what i want instead of sitting back and taking things as they are 😡,Anger
@jessica28639084 @sunnyharry94 Am going to turn off notifications to this thread i don't like how aggressive you both are can't you just battle it out without getting vulgar😡,Anger
@irfandrizal SO RUDE 😡😡,Anger
@LadyRebecca_1 @piersmorgan @Helen_Whately Sick to death of all journalists/ media right now  they twist words and sensationalise every minor detail  They should be supporting unity &amp  compassion for all including the government at this time &amp  yet all they ever do is try to divide and conquer  Britain does not need you! 😡,Anger
@JuliaHB1 He fell to pieces after two bloody days! @samsmith needs to grow a pair 😡,Anger
@NixonandIke @AestheticsBrum @MattHancock @BBCBreakfast @BorisJohnson And I bet no tests or quarantine will be done 😡 someone please correct me if I’m wrong because I honestly can’t get my head around why people can get off a plane from another country and just leave the airport and go about their normal business,Anger
Whirlpool am lt update 💩💩💩💩💩😱😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡🇨🇩✌️,Anger
@Hassan_B_Diab Hassan Diab u are the best Premier LB has ever had since Riad El Solh time! Ur speech gave hope to a  staggering population burdened by  bankruptcy that was inflicted upon it by dishonest polis &amp  other thieves from within😡 Thank u🙏and may God bless u from the bottom of my ❤️ ,Anger
@AlisonJones107 Well the ones on my road aren’t bothered by it are having a lovely little get together with friends and their kids as we speak  😡😡😡😡😡,Anger
#TrumpHasBloodOnHisHands MORE AND MORE EVERY DAY‼️😡  Why won’t someone do something???? https://t co/0OKvv9KQB5,Anger
@FutureIsGone The fuck u trying to say lil bruh 😡,Anger
@MrGunzO Delete this right now 😡😡😡,Anger
@DanielJToleman Thought this last night 😡😡,Anger
Between 3 and 4 days now my neighbours have had people in and out of their house that I know don't live there and today is no exception  #StayHome #PissingMeOff 😡,Anger
LET US GET @SpoiledMilkUwU TO 300 PLS PLS PLS I BEG U 😡😡😭😡😭😡😭😡😭,Anger
@haych_23 but when i asked for 1000 followers it was a problem😡 ,Anger
Dr  Oz is damn thirsty  He’s 😡 Dr  Fauci is getting all the attention ,Anger
carti drops a song in cartinese and all my friends are clowning me 😡,Anger
@NammaBESCOM Who's complaining we are loving the hide and seek game you folks are playing   if you are not aware of the areas you have put in dark   then you need to wake up from your slumber 😡,Anger
Stop talking about non-existent Candem please 🙏 then Demet takes the insults of the people and the press for nonsense    talk about her work and that's it !!!!!  😡😡😡 https://t co/RXuak6bcvj,Anger
i destroyed one (1) rock on my island and EVERY SINGLE ONE of my villagers complained to me that i was making a bunch of noise when i went to have a nice chat with them   ingrates 😡,Anger
@flamingnora @katebevan @PositiveLad @davidchild Cunts though  😡,Anger
@ncthardsoftstan I LOVE TAEIL THO 😡🥺,Anger
@PlayApex NOOO THATS BULLSHIT! Change it back now ! No one likes the new map! We want the original kings canyon😡,Anger
Jam jam ny lper👊😡,Anger
@Activision There seems to be a massive issue with cheaters! I’ve never seen so many! What can you do about it  also what’s to stop cheaters opening a new account 😡,Anger
fcking allergy  i can't sleep 😡🤧,Anger
I need to follow more white people  They be talkin about affiliate marketing  ways to make money RIGHT NOW  investing  how to raise credit etc  All these POC talk about is relationships  drama  and dumb sht that has nothing to do with success nor do they care to change😤😡🤬,Anger
@TrumpsPrettyWom Whoa  CHINA =&gt  BAD 😡,Anger
@jejungook Y'all asking too much 😡😡😡 Men has needs  💢💢💪💪 this is why women will never find love 👊 y'all so demanding 💀💀😒😒,Anger
@queevn_kiki Bae dont come on here ruining my comedy 😡,Anger
@BreitbartNews DemoRats are descending into the Ridiculous    Yet Again 😡🔔🇺🇸🕶 Vote Them Out  ,Anger
chanyeol you absolute LEGEND😡🥺https://t co/kfdW6rHgSe,Anger
@IntrepidSaffron And people are legit laughing at his nonsense 😡,Anger
Umm so wassup with our refunds @Ticketmaster &amp  @axs when are y’all gonna get it together😡 @ShrineLA im looking at you too,Anger
@brekkersgendry IM SO PISSED the author’s rewriting it so i have to wait for updates to read 😡😡,Anger
Just 4 INFO - - - &gt  Ladies from the US !   I D O N' T want any H O O K - UP s - got it    I'll block YOU immediately    🤮🤮😡😡😠😠🥵🥵,Anger
Jess R is maaaaad 😡 #TheBachelorSA,Anger
@Alyssa_Milano have you seen this?? 👇🏼😡 https://t co/FIzCzCENg0,Anger
@DrOz What do you care2-3% deaths for children according to you is acceptable 😡🤬😳🤦‍♀️🤮,Anger
@thewire_in Godi Bhakt is concentrating more on muslims rather than Corona  Hats off to you bhakto 😡,Anger
@known__designer i want kill him😡😡😠😠,Anger
@atrupar Well  if they can’t have school shootings I guess this is their plan b? 🤔🤦‍♀️😡 #GOPocrisy,Anger
@_laisespindola fodase  vou entender league of legends 😡😡😡😡😡,Anger
@Lrihendry Why isn’t Joe Biden insisting that the Democrats fund the #PPP for additional funds?  He’s no leader when he sits on his hands  The Democrats want to break our economy for good!😡,Anger
Some of y’all be like “I hate socialism 😡😡😡” &amp  then have your Venmo in your bio bc you can’t pay for a doctors’ appointment likeee 👀 I bet socialism would b real helpful rn huh?,Anger
Only in Africa  When Africans tries to live off the land are arrested  killed  abused and humiliated  Called names like zamazamas and illegal squatter  We are slaves in the land given to us by our ancestors and God  Only here to serve a racist system😡,Anger
@valeooch Bitch YOU  ALWAYS BULLYING ME 😡,Anger
@daantje_020 This year does sucks a lot 😡😪 https://t co/UvPQHjQzH2,Anger
what part of “go out for essential items only” did y’all NOT understand😡,Anger
@JL1878_ I just lie in bed and listen to music there’s nothing scary about that😡,Anger
@haesexual i go to bed around 8pm before days i work 😡,Anger
@JoshuaPotash Is he volunteering any of his kids or grandchildren😡😡😡,Anger
@_Byron____ @Ex_Sm3 Wtf    Why is taxpayers money being wasted    when we already know they can break the rules and get away with it!  When we get fined 😡😡😡 one rule for them and one for us 😡😡🙄,Anger
11  u also intimidated me and still kinda do and i feel bad bc ur a total sweetheart so i shouldnt be scared💔💔 ur a big ray stan so i think i would die for u  im gonna have a chat with whoever took down ur fancam😡🤬❌,Anger
@1FreshTake Like it’s coming from him and not the tax payers  Despicable POS!!! 😡,Anger
@rsoxPNW @atrupar Heck   why not   parents say! My kid only has a 2-3% chance of dying   😡,Anger
@turtlecoal I just saw those too 😡🤦🏾‍♀️ Where the phuck are our advocates?  Oh  I'm sorry   They're too busy coddling the nutsacks of everyone else EXCEPT our people   They make me sick ,Anger
@DVATW We're doomed I tell ya  doomed 😒😕😡😡😡😡😡#CulturalEnrichment  #Diversity  #Integration my arse 😡 Why didn't they listen to #EnochPowell's #RiversOfBlood speech in 1968   🤔 He was spot on  unfortunately 😡😡😡😡😡,Anger
Many know what they are all about    Chambers of Commerce = Syndicate 😡🖕 https://t co/nPoxqpK7Qi,Anger
ABSOLUTELY TINA!!! DOH!! Washing your hands is NORMAL!!! DOH!!! 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡 https://t co/3xIl5fkBZO,Anger
Enough said      😡 https://t co/OElVuofKzg,Anger
@HolisticHoneyy Oh wow! He has a nerve to say he is a true Hebrew?! I’m so sick of their lying  Nothing but Khazar-Ashkenazi-Mongolian-Ukraine-Polish-Russian-German devils! 😡,Anger
@HelenKennedy It's the testing stupid 😡,Anger
33k Virus  63k flu 550k diabetes 850k heart disease  200k cancer  These are stats from google average over 4 months in USA alone!  Just means IMO we going to die so quit killing us from NO quality of life people!! 😡😡😡😡😡😡😡😡,Anger
@DVATW Looking at the Dress code of the majority  the Press as usual label  them Asain 😡,Anger
If u can’t tell their bellies apart ur not a real fan 😡☠️🤬🖕😤 https://t co/pOO0G9UwAT,Anger
@tasteoffIavor my classmate : i hate ariana 😆😅😄😂😁🤣😄😃😅🤣😀😭😁😭😃 me : 😡🤬😠😤🤡 https://t co/dOEQTM3MjH,Anger
@llipllq Not cool 😡,Anger
@apple why the heCk do y’all not have pride flags 😡,Anger
@eeb____ I need a full set  eyebrows &amp  a pedi😡,Anger
@LindseyGrahamSC I don’t have FB    Oversight over Dem stimulus pork is abominable   ✅Kennedy Center ✅Hoisr of Rep ‘Discretionary Funds’ ✅Newsom 75M tax payer money to illegal aliens   Explain!?   *Ill have friends w FB report back~ it’ll be a popular topic in your TownHall  I’m sure 😡🤬,Anger
@amagicwindow @minimansionz @KEBBUH @mcrthot @feelthelovego don't be rude about bad habits 😡😡,Anger
I DEMAND YOU NOWWWWWWWW 😡,Anger
@ahfirx u tkmo world eh 😡,Anger
@DavidGHFrost The arrogance of your Tweet is highly offensive   Grow up 😡,Anger
NO ONE TOLD ME HE POSTED 😡 https://t co/uVp1edUdzG,Anger
My package has been delayed twice now and I paid for 2 day shipping 😡,Anger
Quitaron the vampire diaries de Netflix 😡😡😡😡,Anger
Genuine question (no arguing 🙅🏻‍♂️🚫)   What are some of the criticisms against the Divine Mercy devotion? Like what are some people 🥴 about it and where do you personally stand in it?   (No arguing 😡),Anger
Seriously irritated lost out on 2 job interviews cause I would’ve needed a cam for meetings with the company/clients  and all webcams have been bumped up to double or triple their price now I should’ve bought one when I had the chance but even webcams are being price gouged now😡,Anger
@24cocksinmyass I hope you get pooped on by a bird today😡😡😡😡😡,Anger
@Calum5SOS COMPLETE THE MUTUAL 😡😡😡🤬🤬🤬,Anger
@Lit_CandIes o no!! is real!! he ate bed fod so he deads!!🤯😡😐😨😳😨🥚😭😐😭👎😭😭😡🤯🤬😲😭😭 https://t co/vbFfStr8xf,Anger
@myaccessbank @myaccessbank reply my mails and tweets 😡😡😡😡,Anger
@iam_bigseun Your fav is ass 😡,Anger
@LakersNation UH NO  Kobe was one of a kind  we will never see the likes again  sit down Kanye 😡,Anger
i need to be around good vibes and sum henny😡 NOW,Anger
I swear I like coming but I fucken hate shredding chicken or any other meat   It fucks with my nerves 😡,Anger
Night has taken a turn for the worse   I’ve ran out of chocolate 😡,Anger
@loveablejone quit it😡,Anger
TOASTIE!! Don’t be cheeky to my sis 😡 https://t co/Cz3NRArNWM,Anger
ashton irwin from 5sos follow me back challenge 😡 @Ashton5SOS,Anger
@richthejoiner Don’t get me started about fox 🦊 lover’s 😡,Anger
@dayanee_e you are cancelled  😡😡,Anger
@GOPLeader They aren’t called the do nothings by mistake  😡,Anger
@1yshh how dare u😡,Anger
@StevieJ36324571 @holland_barrett Not good at all 😡 they're really not helping the situation,Anger
@gtconway3d @joncoopertweets By all means spend aka fleecing more of our tax dollars  Your father  Individual One has become an expert at this     😏🙄😡,Anger
Poor #example and even worse #leadership on your daughter‘s  part 😡 #ivanka #kushner @POTUS @cnn #pooramericanpeople #coronavirus #StayHome #everyone #followtherules,Anger
@x_estelia Not funny  I hate jokes like that!😠😠😠😠😡😡😡😡😡,Anger
@AnupamPKher True sir 🤔😡😡🤭,Anger
@imavxi Ur still fat and ugly 😡😡😡✋🏽 sit down kiddo,Anger
Absolutely disgraceful unilateral decision by a caretaker Tanaiste  Few things have incensed me as much  I’m furious  Lickarsing this corrupt communist-apologist organisation in OUR name  Giving them MORE of our hard-earned taxes at a time when we need it most  😡 https://t co/g3K7cBXtPz,Anger
@LUN4GCF am gonna kiss ur forehead 😡,Anger
Gimme kiss 😡,Anger
@lucyabeavis Witnessing it here too I’m trying not to let it get to me but it makes me so angry 😡,Anger
🥅MATCHDAY🥅  🏆| @ETCPROCLUB D1 📅| 1ª Giornata   🏟| #DAJENOI 🆚| @WildBulls_  🏟| @WildBulls_ 🆚| #DAJENOI  🏆| @ESLItaly 📅| 1ª Giornata   🏟| #Ollarre4L 🆚| @WildBulls_  🖥️|LIVE HERE : https://t co/62P8wbJ5MR  #AngryBulls 💪😡🐃🐃 #ready @OffSidePage_ @NewsProclub https://t co/NjHWh8ItN7,Anger
@WhiteHouse Liar liar republicans don’t care about middle vlass😡😡😡😡😡😡😡,Anger
Someone: 1400 calories as a snack is bad Everyone: OMG hoW cOulD yOu saY tHat tHatS sO RudE!!??!! 😡😡😡🤬🤬🤬🤬💢💢,Anger
I Don’t Put Nun Past Nobody 😡,Anger
#facts 😡 Kicked #station19 to the curb over that 🐄💩 https://t co/fXQXDO29kd,Anger
#CallOfDoodie #Modernwarfare I’m sick of every time in Spec-Ops match Headhunter when the tanks come I grab an RPG by the time the tanks are gone so is the weapon I laid down to get the RPG It only takes about 2 minutes to kill the tanks #WTF #Activision  #FixIt #CallOfDuty 😤😡 https://t co/NoGrbwWcEJ,Anger
All I want is to be drinking an IC light and eating nachos at PNC park on a sunny afternoon  😡,Anger
I hate online class😒😡,Anger
@JoshuaPotash Appetizing? Wtf is wrong with #drOz  Not my kid 😡 go fu©k yourself @DrOz https://t co/OxNkXBknI0,Anger
