Text,Emotion
@mashaelshah I want a REAL hug 😢,Sad
@babaidris090 Some of us are still in darkness 😢😢 Allah yaqara mana haske 🤲🏻🤲🏻 no doubt education is light,Sad
🤣🤣🤣 RIP to my Kenyan brothers and sisters 😢 https://t co/akUhzNZb8b,Sad
When people think joint pain  they think knees and elbows maybe back   how about fingers and toes  shoulders and neck add hips   it throbs like stumping a toe on a metal rail     when this pain wakes you up a 4am   pillow hugging in the fetal position is life😢 that's enough,Sad
@zoeaguirree_ my boy turns 2 in September  so I feel ya 🥺😢,Sad
@VMINROYALTY 😢💔 not funny 💔💔 cried,Sad
@CarlaStClair @PeterAskin1 I hate people and their cars! So sorry for your loss😢,Sad
Buke texted me asking for my address tb “they need it just incase I die out here” I thought he was joking 🥺😢 ,Sad
@StevenJHarmon1 Lol omg oh no! Goodbye caveman Steven 😢,Sad
@Lornamedia One of my dearest friends lost her mum &amp  dad on Sunday 3 hours apart      I can’t even begin to image the pain  And I can’t even go to see her to give her the biggest hug 😢😢#lockdown #coronavirus #heartbreaking 💔,Sad
@sheevandra So I've heard     brotherhood right    I wanna watch but too many episodes 😢,Sad
While the highly paid politicians in New Zealand are taking a pay cut  members of parliament in Uganda have asked for about $5 000 for mobilization 😢   Remember  they already have allowances when they go back to their constituencies   https://t co/biNr57IbYV,Sad
@RealJamesWoods That’s really sad  I’m sorry for your loss  😢,Sad
@RealJamesWoods Oh no! I loved him! Great actor! 😢,Sad
@MalachyOdo1 Take 500 bring the 200 then give the Oga beside you 420 and give me 80 naira 😢,Sad
@Takalane14 That time poor Darcie wants marriage 😢,Sad
@pulte I wish I would get a real DM from someone who can help me instead of sugar daddies and scammers! 😢😢😢😢 #bailouthumans https://t co/f3wl3HCJnw,Sad
@Brimstone10th Yea it is 😢,Sad
I'm on my periods 😢 and pads tsaka dia feela  Ladies how do we stop heavy flow 💔  I've got heavy heavy  flow 😭😭😭😭  Modimo waka💔,Sad
i just called my dad yeonjun  hate it here 😢,Sad
The worst thing about lockdown is watching my nephew grow up through only videos and pictures 😢😢,Sad
Yooooooooo I want 😩😢😍🌻🥀 https://t co/GJTScPVAkM,Sad
Sad news about #BrianDennehy passing away a very good actor  very distinctive   very talented   will probably end up watching #Cocoon tonight  Don't think I will be the only one 😢🎬,Sad
now I'm naming my child Ibiza 😢,Sad
@PeterPsquare Sir P please help my family  we are really in need of help  we have nothing to eat at home   Please reply me  God will continue to bless you sir 😢😢😢😢 0217784668 Olawumi precious Gtbank,Sad
@pulte Every time one of these notifications pop up I think it’s for me too  It’s starting to become nerve wracking cause when I check it’s not for me 😢,Sad
I miss my friends bruh  😢,Sad
@Stephaniefishm4 @ItIsIMack @TheReallyRealP @carrybeyond Well I didn't even get chance to defend Peter the Real  I was trying to because it's the #Kochroaches that are controlling everything now and he blocked me  I saw he was an investigative journalist before he blocked me and I support the Free Press on Twitter &amp  thru donations 😢,Sad
Sad news  one of my favs 😢 https://t co/603t463zl2,Sad
Currently 60 followers away from 200 and 3 subs away from 10 😢💜 getting closer to my goals each day!  https://t co/a7PLgaWA8n @TwitchSIE - I’m reaching for the stars and climbing to the top! #twitchstreamer,Sad
@mmothoagae_ @KuhleBesman   and this is me All The Time😢  I'd rather keep quiet than looking stupid  I hate it😭,Sad
I would’ve given anything to attend a Selena Quintanilla concert but I was born in the wrong decade 😢,Sad
@pulte I would if I could #BailoutHumans 😢$whitestmamba24 https://t co/TyBY8nGoeF,Sad
@Scott_Newman2 It’s going to be more than 3 weeks 😢,Sad
I’m desperate for a good beating soon 😢,Sad
43 more died down here today😢,Sad
@pulte Me  too  I foolishly think he is talking to me  😢😢😢,Sad
@kdsom0506 @O430_yes @KANGJlHYEON Such memorable moment    😢💕,Sad
@ftseuI ilym 😢😢😢❤️❤️,Sad
Kabir Singh was a good ass movie 😢,Sad
@ArmaanMalik22 Mere saath aisa kew kiya ??? Why you don't talk with meee  Please say something  I am crying now 😢😢😢😢,Sad
@amethystthedj Those overnights hospital shifts used to have my sleep all fucked up to the point where I forgot which day was what 😢,Sad
I just want a Caribé  my mom and my mans  😢,Sad
@slaka_plk @akreana_ 😢💔I can imagine what she must be going through now😢💔chehe,Sad
It will end in tears 😢 https://t co/SLRUqLHzK0,Sad
@carolkirkwood Not me! I'm back in 2 weeks quarantine AGAIN!  I have or have had mild symptoms of the Covid-19 virus  😢,Sad
@cherubelly Shame we can’t make this fit with my longing to be filled  😕😢,Sad
I miss chipotle 😢,Sad
@pulte Damn my notifications keep going off but then i realize its other people being helped and not me 😢,Sad
@babyhiw It was nice knowing u 😢,Sad
@markiss888 😂😂😂😂😂😂😂😂 I’ve only had 1 takeaway n it was rubbish 🙄😂 it’s the wine with me as soon as I cut that out the weight falls off so I’ll need to give it a miss for a while 😢x,Sad
@dennehyeliza 💔💔💔 😢😢😢 my heart breaks for you ,Sad
One for you to read @heshanise 😍😢 #frontlineworkerfamilies https://t co/43Mj3FyOkl,Sad
I wanted to make 420 strawberries for my sugg but I won’t even get to see him 😢,Sad
@BTS_twt A milions milions of fans  And a milion comment  If jk notice mine   then right at that time i wont never stop dreaming  tell all my dream became reality   As of now im so tired of dreaming  but beautiful dream turn to  a scary nightmare  😢,Sad
@HughAcheson @synovus Congrats! Still waiting to hear about the nonprofit I work for  Fingers crossed  So scared  😢,Sad
Sleep well sweet boy  the goodest of all the good boys has gone to sleep forever  😢RIP wee man https://t co/YbSxJSmLBj,Sad
@TheMightyER0CK Aw man thank you for sharing 😢,Sad
Being a Photographer right now is difficult at best  Let’s be honest here  being a Human right now is difficult at best  😫⁠  ⁠ I feel it  you feel it  and our clients feel it  😢⁠  ⁠ We have all lost or postponed clients  had contracts that needed… https://t co/hb2r722d9j https://t co/eknQzYX04C,Sad
@pulte I’m so embarrassed to be out here trying to find good fortune online but I just don’t know what else to do 😭😢,Sad
@hiley_ebony Can’t wait for that day  well miss everyone 😢,Sad
Malapit na matapos iyong costa leona series  ((( I don't think I can still live my life  I'm so invested na doon I don't want it to end 😩 ang bigat bigat sa pakiramdam 😢,Sad
@aligeroustom This was the episode that REALLY hit home She sacrificed her father’s justice for him ❤️😩😢,Sad
@Fabulous_Kimmy So heartbreaking  I'm very sorry for your loss sweetheart 😢💔,Sad
@pulte I am invisible   😢 You never see me   ❤❤❤HELP PLEASE   READ MY DM #BailoutHumansNow $DebbieSummerlin,Sad
#BailoutHumans thought @pulte had tweeted me but i was wrong 😢 https://t co/9jiDtVNOcO,Sad
@pulte Every time you tweet my heart ♥️ stops   Thinking it’s my turn  😢 $jsal388 🥘 needed,Sad
So sick of knee pain     it keeps getting worse 😢,Sad
@campbellclaret @Channel4News Incredible report  Watched with moist eyes 😢 Thankyou @Channel4News @vsmacdonald  🙏🙏,Sad
@pulte Notifications on always every ding I believe it’s for me 😢 but you are doing amazing things and helping so many people which is a blessing to tons @pulte need money for groceries for my kids  $liam0106 #BailoutHumans,Sad
@ImBirdley You betcha 😢 https://t co/n7gJBnGxN3,Sad
@kalexander1012 Maybe Him and Chris can have some more moments together again 😢 https://t co/m0WAjgcRSk,Sad
ohh noo  the babiesss  😢😢 https://t co/hT0ltcslhw,Sad
@bcbwinchester @yuenglingbeer We need it in Michigan tooo!!! I’m down to 7 beers left    and I can’t get anymore anytime soon😢,Sad
damn listening to blue slide park again and rly in my nostalgic feels of boolin w my hs homies 😢 rip mac fr,Sad
@poppyswim @Ellacot1 The more the merrier  I say!  Also  I failed French horribly in school  😢 I should relearn it lol,Sad
Need my hair did immediately my hairstylist ain’t fucking with me though 🤦🏾‍♂️😢 lol,Sad
lrts suzue so powerfull i lub her 😢😢😢,Sad
@nam4ku PLEASE 😢 he came home for his beautiful princess lori too!! &lt 3,Sad
“The winner of the 1994 WWF Royal Rumble     ”  Will always remember the 1994 Rumble when The Fink had no idea who to announce as the winner!  RIP Howard Finkel 😢 #TheFink  #RIPFink #WWE https://t co/HbyyEyuNgw,Sad
@76erCule Sorry no! 🤨😢😏,Sad
@cynshawty I WISH!!!!!!!!!!!!! I try buying them all the time and they are just gone 😭😢,Sad
i’ll miss you  “big shamus” 😢,Sad
@pulte I don’t have a cash app 😢 for some reason it won’t let me download  But I need some help ❤️🙏🏻 Thank you @pulte #BailoutHumans,Sad
u guys only tweet these in order to get some likes 😢 sad isn't it  https://t co/7gZ9P79ERe,Sad
Ion be getting no edits 😢 https://t co/vLvuRaV67R,Sad
22  this isnt even an indirect what the fuck😢 i still love you though https://t co/hvy9mVdIJc,Sad
My snap memories are lit 😢,Sad
@namseokgay You can do it madhu😢 it'll still be pretty don't you worry,Sad
#RIP 😢 Veteran actor #BrianDennehy of '#Cocoon' and '#FirstBlood' dies at 81 https://t co/cEl14apvd5 via @nbcnews,Sad
@ChrisAdonis I’m absolutely gutted  He was and still is the WWF 80’s-90’s DON   His ring announcing has never been matched since  RIP Howard😢,Sad
@Boity @Leratokganyago @somizi @Julius_S_Malema I helped where I could   I wouldn't ask for help if I wasn't in need 😢 nd it hurts more when they know that they can always come to u for help when u yourself need help    But God nd my ancestors won't send them to me for no reason,Sad
@EWAWUNMIII @oduoladamola Sis please ooo  😘😘😘😘😘😘😘😢😢😢😢😢😢0023275593 Access Bank,Sad
@garnelljules so sorry for your loss  😢,Sad
Its enough for me pls😢😢 https://t co/jtWga112vM,Sad
RIP Brian Dennehy  You were one of the good ones  😢 https://t co/OcVI9rxEwv,Sad
@CavsNationCP Me fucking too 😢,Sad
@pulte I lost my dog to cancer 😢💔 I made this video hoping you would see it  It’s been such a struggle  @pulte #BailoutHumansNow https://t co/syxSwctrXy 🐶💔😢 $bryanbreezex,Sad
None of my students are joining me for zoom-GIS-lab today  They are all doing well on the labs   Clearly I am such a good teacher that my students can learn GIS without my help    Or are they learning GIS because I am not there?  Either way 😢🐼,Sad
@galpincn Don’t start me off 😢😢😢 I’ve read a piece from ONS today to try and stay objective and evidence based for my sanity but it’s not easy  My husband had to go to the hospital today and I almost had him in lockdown in my mind before he’d got there  He was in and out in half an hr!,Sad
This hurt me   how?? why??? Rip to the beautiful soul  Loss for words  he was one of the OG youtubers    😢😭💔 https://t co/t3fHBMEJF3,Sad
@thakur_shivangi Hope so it may decrease instead of increasing 😢,Sad
@kingxxlee isolation is a lot of days 😢,Sad
@pulte I can’t even get the money we are supposed to get 😢 I’m a mom of 4 we need help https://t co/bEN5sb0Z2q,Sad
Bowling alleys need to open back up so I can get back to the lanes 🎳😢 https://t co/4kxfpO7huo,Sad
@CashGivezz I do  $littlewolfsmama  Every notification makes me think it's me when it's not  😟😢,Sad
@Tazanna_Sandra Forgetting is harder  it's a constant reminder of what you've been through 😢😔💔,Sad
Goodbye Brian Dennehy  You made us laugh and cry and run with fright  😢 https://t co/K3RHNlduuc,Sad
Nah but on a real note    thank you to whoever left the wine at my door  You a real one for that 😢❤️ like fr that made my whole day ,Sad
@DomThomas23 i miss you already🥺😢,Sad
How all my friends get to be so pretty 😢😍,Sad
@Zintle_MN It sucks that people are not following simple rules  People are losing their jobs  people are dying and small businesses are suffering yet we have people who don't want to follow lockdown rules 😢🤦🏾‍♀️,Sad
@OJessicaNigri Chills  tears  and anger when you get betrayed in MW2 😢,Sad
So sorry!🙏🙏🙏😢😢 https://t co/PSLUPBzgwC,Sad
@Zak_Bagans All negative things aside  I'm now craving a steak and missing the old Bonanza restaurant chains! 😢 Looking forward to the episode tonight!,Sad
Get super excited everytime I get a notification from @pulte thinking it's a tweet for us but it isn't 😢🙈#BailOutHumans,Sad
@AvoleJulian @martingeddes 😢 got cha  Living in as much peace as you can may be more important for emotional health and functionality  Let it be  let God  con’t to pray  Prayer sent for you both  You are never alone  Jesus is always with you ,Sad
@lokiwine If only you delivered to Longbridge 😢,Sad
@RottenTomatoes Don’t think he ever gave a bad performance  😢,Sad
@pulte I'm on a ZOOM video call with my daughter teaches  I see your notifications and I'm like yes finally is my turn  But no 😢 We really need some cash  My husband is a technical partner at our hospitality here in Allentown PA and is dealing with COVID-19 patients every day ,Sad
@AllenRedux @BenMank77 One of the nights of theatre ever  RIP 😢,Sad
@pulte omg bill!! How bout for me 😢😢 I’ve been replying and notified in every tweet 😩 https://t co/iKKzRj5B44,Sad
Hearing the girls during video chats for lecture makes me miss school 😢💛 @Maeganpcd @ericaabeee @amsaporito @toriiscottoxo #Lo #Sarah,Sad
@TheBlueHouseENG🐕🆘President  STOP the Dog torturen and slaughter‼‼The Dog feel the same pain and fear as we humans do😢💔😢The world is WAITING for you to keep Your PROMISE as You PROMISED when You were elected President‼🙏Remove Dogs from the livestock  NOW‼🙏Thank you‼🙏,Sad
can’t even see my dad for mine or his birthday 😢💔,Sad
@dennehyeliza I’m so sorry for  your loss 😢loved your dad in all his movies ! Was a great  actor &amp  will be missed  RIP Mr Dennehy your legacy will live on ❤️🙏 https://t co/PWNeR2roy9,Sad
@pulte Lol I thought this one was down me 😢,Sad
God when 🙁😢😭😭😭 https://t co/6fOJfWQkmT,Sad
@12tmimi We once saw one deer agonizing near the woods in France  It’s so sad to remember  People should be so careful while driving 😢🙏🏻,Sad
I was supposed to be meeting my husband in the Bahamas next month 😢,Sad
@PharmZay Do giveaway for your loyal fans 😢,Sad
@rajputrulz Hone wale pati ho  issliye forgiven 😢,Sad
@mickeybrolly Let’s hope she can find strength from somewhere to get her through this    I know you’ll be doing everything you can    sometimes life just isn’t fair is it    😢💔,Sad
@nephcs I’m disgusted 😢 gonna miss getting dumped on at cafe tournaments,Sad
@BrentSpiner Oh  this is sad to hear😢,Sad
Well this tweet aged well 😢 https://t co/yaY7w9ngiJ,Sad
Sat in bed with skyler eating sandwiches with cups of tea  she’s been pretending to be my doctor all day 😢,Sad
@pulte  my notifications are blowing and i keep thinking it’s for me 😢😂but it’s beautiful to see all the good you’re doing,Sad
girrrrl if only i could pull ur sexy ass thru the phone😢 https://t co/PlseEov4KY,Sad
@BANNERWORX I know this is true I just don’t want to hear it😢,Sad
@pulte 😢😩 I’d love some extra cash right now   my wife’s birthday was yesterday and I barley could scrap anything together for her  She works hard dispatching for Beaumont Hospital here in beautiful Detroit  MI  $Danielford124 #BailoutHumansNow,Sad
@ilseoceansoul @Marc_Anthony_K @BronskiDK @lilmetaldeath @SuzukaYuiMoa Thank you SO SO SO much Ilse! I deeply enjoy your company and you should have been at these UK gigs too! 😮😢😭  Hope we gig together soon!!!,Sad
@Raye_2Necklaces What happened to it 😢?,Sad
All dirty  bruised and heartbroken courtesy of my favorite truck 😢 https://t co/mXYAUZdnwg,Sad
@lilsafarivertt that's love 😢🥰,Sad
Rest in Peace 😢 https://t co/xYYzXizDAN,Sad
@BennaBoaz @AzElements @littllemel I thought so too from all the trauma   😢😢,Sad
@chuuzus Cleo😢😢💔,Sad
@pulte ##Please #bailouthumansNOW    what about us who dont have cashapp? We only have paypal😢😢,Sad
Don’t watch😷😷😢 https://t co/EyZmvuFrjq,Sad
Why is everyone getting Halloween 👻 it’s overrated appreciate other cuties 😢,Sad
every time I watch this I miss Corri more 😢💔 I hope you’re safe in this pandemic bb https://t co/TGWUza886Q,Sad
Now it all makes sense smh  🥺😢😢😢,Sad
I have gotten into big little lies and they “may not” do a third season 😒😢,Sad
Not gon’ lie  Might shed a tear next time I get a hair cut  💇🏾‍♂️😢,Sad
@frzaach 🥳🤩🤷🤷‍♂️👍🔥🙃😭🗿😃😢😂😆🤣😳😱🤢🤮 apparently no,Sad
@pulte i got a notification of $300 and I swear it was for me 😢,Sad
This guy is worse than Jesse😢 https://t co/Y33aN4v0xI,Sad
I really miss work  Working events  All the hustle and bustle  😔🥺😢,Sad
@dave__whiteside 😢💔  Must have been heartbreaking to have to make that call but your celebration will be that much more special when this is all done and you can enjoy your big day with friends and family! ❤️,Sad
@HawleyMO @realDonaldTrump I applied for small business aid 2 weeks ago  US Bank just sent eNotice aid money was gone   😢😢,Sad
I currently dont have a job right now because of fcking #coronavirus and bills and rent where I live is not being put on hold or up for negotiation😢😢😢seriously ANYTHING will help me and my family my cash app:$tybeaniebaby hope that this is all over soon sending prayers💔💔💔,Sad
@Giovanni_876 one nah go kill you 😫😢,Sad
Still pissed off at how terrible sims 4 is compared to sims 3 😢 what a waste,Sad
@pulte Help me  I need money for medical supplies  It hurts to walk  I spent January in the hospital  What I don't use I will pay it forward  😢,Sad
@HollowPuff it’s not necessarily what their saying  but the sources they link too    😢,Sad
George 😢😢😢😢 #GreysAnatomy noooooooooo @shondarhimes,Sad
Can’t believe I’ve got to do tomorrow without my boyfriend or best friends😢,Sad
@dennehyeliza My condolences  He was a great actor  😢🙏,Sad
@VenkyParik @stufflistings @AndroidSaint @MKBHD @techburnerteam @geekyranjit @technolobeYT @Dhananjay_Tech @minimalbanda @IndiCoder18 @thetymonbay @mrphone @beingmirchi @TechnologyJock How could you miss us?😢  Great design btw  keep it up!,Sad
@horsereins1 Oh let’s hope so   I think my human has forgotten who I am 😢,Sad
RIP Brian Dennehy 😢 https://t co/Tyou1fea6x,Sad
@pulte Always getting these notifications but never getting any aimed at me  😢💔😿,Sad
@Julietlsh1 my mom thinks i’m depressed because i don’t talk to my friends 😢,Sad
Not feeling well right now 😢😢,Sad
@Mantse_AY Items given at 1St Junction I kno get some  small coins for here give me to you still dwsg me 😢😢😢😭,Sad
@BigDadiBlank @ZiedTa @ZehalZ @Zenrotto its that the one that 😢 like a baby when joseph reiped his arm off?,Sad
Free agent 😢 https://t co/96MyctFbDa,Sad
@TheHouse82 Oh no 😢 Grew up watching so many movies he was in ,Sad
@jamesdes81 @BeingBoycie Gutted pal 😢,Sad
@stanhulsen @RutgerOtto Life is not fair 😢,Sad
@COluwadara 😒😒 Dr  Collins can sort himself out  As for you    you promised!😢,Sad
Everytime I get a notification I think it’s me😢😭😭 https://t co/tHhXSxm9dy,Sad
When you shot your shot for after lockdown the Cyril played you dirty😢 So what now? my future wife?,Sad
😢 Brian Dennehy  Burly Actor in 'First Blood ' 'Cocoon' and 'Death of a Salesman ' Dies at 81 https://t co/XXSUwv3Qol #SmartNews,Sad
some new ovo xo pleaseeeeee 😢 https://t co/Qot5IbL2z3,Sad
I’m so sorry to hear this  I will be clapping extra hard this evening in honour of his memory &amp  hard work 😢 👏🏼 #hero https://t co/9kgPvtjBzg,Sad
Tears falls down 😢,Sad
I have many times tried to reach you! Told my story! Just like everyone I too feeling the pinch and have put my pride aside to ask for help for my son! He’s all that matters! Instead I got this from you! Asking for what I do not have! 😢😞I am Genuinely in need! Please! Help me! https://t co/akvUxtIaNM https://t co/w6I5a4eB9m,Sad
i miss LA 😢😢😢,Sad
@iamAdrab @Lady_Malaika Been here for 2years but hard to reply even a greeting😢 yet I try hard to learn,Sad
@OJessicaNigri Yuna falling through Tidus  😢,Sad
@pulte Thought this was gonna be it for me tbh😢,Sad
@WyrthromG @forsale1818 Considering how fast things change I thought a week was 🤣  Definitely see your point  😊  I miss putting my links in my posts  😢,Sad
@pulte imagine him doing that to you just IMAGINE i couldn’t even🥺😢😔 would love to also be able to donate some to charity🥺🥺🥺 people really needing it in these times especially !!,Sad
Can we back to thisss day?😢Best of 2020😭💘 6 2 2020•💗 @s_akbari03 i loveyoooou so verymuch https://t co/wGhDnnRw3w,Sad
@s_ffron7 Yeah exactly  What he did was far f*cking worse  😢 What an absolute b*stard  🤬🤬🤬,Sad
@iamlouieb I don’t even own vlone 😢,Sad
Really want a KFC 😢,Sad
@sportsmom9433 Prayers for u and your family😢,Sad
@pulte I GET THE NOTIFICATIONS TOO BUT I’M NEVER CHOSEN 😢 I’M ACTUALLY WORKING AND KEEPING THE COMMUNITY EMPLOYED BECAUSE I DO HIRING  MY TIME WILL COME HOEPFULLY ONE DAY! #ESSENTIALWORKER #HERE $iKing85 ,Sad
 @ProXyGGs and I just choked the finals 😢,Sad
@pulte I'll be very thankful if you could help me pay my past due amount  I'm currently out of job  I had 2 jobs now i have none  and no money to pay mu bills or by groceries😢 $chochezav #BailoutHumansnow please! https://t co/PUBk0kdLbP,Sad
@abc13houston We’ll never know if we never play again  😢,Sad
@Jared_Carrabis Sorry for your loss😢😢,Sad
Welp I hope we got it memorized cause our boy has passed away from cancer as of today  😢 https://t co/jbGAX3QJMY,Sad
@lesliefrescas Is it worth it though😢,Sad
@ORIGINALBIGV @pulte We need a new kitchen table 😢,Sad
Herh I can here the dada ewu song but I'm not playing it    I need help charle😢😢😢,Sad
@pulte will I ever get lucky ? 😢 i always have mine on!!! Cashapp: $1s4be1 I really need money for@food and supplies pls I have two babies pls see this https://t co/fIjXs4cKOD,Sad
@pulte #BailoutHumans praying for a miracle  my unemployment claim was denied because I am an independent contractor and they haven’t updated the system for us  Haven’t received my stimulus check  bills piling up  rent going to be due and not getting relief  😢 $AdultStarMakers,Sad
@debski2222 l am traumatized!!!! Callie?  When there is a name SCREAMING to be used 😢😢😢 🤣🤣,Sad
@xomirandanicole I miss you so much more        you have no idea😢,Sad
@pulte $jroblestein  I keep thinking these notifications are for me😢,Sad
OMG ❤️ SO Sweet ❤️ 😢 https://t co/ZZcsy8vT3N,Sad
@Edithh_Torres damn it ok 🙄😢,Sad
@Preshyouzz @vicopem Make I send my account number bro?  Help your sister 😢😢,Sad
This is sad 😢 https://t co/xnlI0O5EhA,Sad
@Suhla11 @BartierYandiey Jah neh  I got dumped last night after a whole 7 years😢,Sad
@ConnorNelson @LOSTyGIRL 😢 Why don’t these things happen to me?,Sad
Excited for Friday Night in with the Morgans on AMC tomorrow night  but 2 things are disappointing   1st  it's only a half hour show  I was expecting an hour   2nd  that makes it worse that Jensen &amp  Danneel aren't the ONLY guests  Sorry  but they should be the only guests  😢 https://t co/LzJCpL8Id3,Sad
@talknice2urself 😢 i play on pc,Sad
@pulte  Everytime I get a notification from Twitter and see your name my heart skips and then I look at it and I’m like 😢😫,Sad
@JonahDispatch Gosh darn! One of my all time favorites  😢,Sad
No one got my “rolling” joke 😢,Sad
@RealJamesWoods So sorry to hear this James  May he RIP  😢   He really was a great actor  because I hated him so much in Rambo ,Sad
My child is amazing  😢,Sad
@pulte 😂 my heart stopped I thought this was for me 😢😢🙋🏼‍♂️🙏🙏🙏,Sad
@AdroitDotCom Leng hopotsa Nkgono waka 😢 she would warm my clothes on this before I wore them!,Sad
@WendyA__ Then after the beating  I was praying I win the raffle draw  party day came oo  I kept praying  I did not win oo  I was flogged in vain😢😢 I fucked up real one😩🤓,Sad
@Jae_Day6 Well yeah @Jae_Day6  50 Proof  lyrics HIT me inside and outside like seriously how come it relates so much to my recent life 😢 s,Sad
@okitagummies i love him too  i wish he was real 😢,Sad
@CaptainSparklez I'm annoyed because my Xbox insider won't load so I can't get the beta 😢,Sad
Where is she😢😔,Sad
@EWAWUNMIII @oduoladamola Pls pick me ooo😭😭😭😭 Im broke as shit😵2086096935 UBA PLC🙏🏼 I will manage anything😢,Sad
@pulte $MCRFAN #BailoutHumansNow  His first year in college has sucked for him   😢 don’t know if we can afford next semesters books 📚 https://t co/lYqpj0NRx6,Sad
@pjlavish Appreciate it bro 😢🙏🏼,Sad
my mother is an angel sent from heaven  forever grateful 😢🤍,Sad
@KarenWhiteFood Make that the last 50 years for me and those that are still alive never moved a clod 😢😢nos dawch off to bed ready for a day with real society 💪💪💪,Sad
🚨WWE MASS RELEASES!🚨 We're pretty sure you're all as annoyed about this news as we are! 😢😡 Check out our NEW Mini Podcast where we break down this awful news!  👇👇👇 https://t co/YxhEcNlRwp  #WWE #NXT #Wrestling #DrakeMaverick #Rusev #Lockdown #CoronaVirus #AngleSlamPodcast https://t co/pa7VanxeUf,Sad
@JRRWindsaor You're welcome!! Awww I wanna meet him then  He's so cool! 😢😔 💫💞💫,Sad
@TheBlueHouseKR🐕❤🐕President  STOP the Dog torturen and slaughter‼‼The Dog feel the same pain and fear as we humans do😢💔😢The world is WAITING for you to keep Your PROMISE as You PROMISED when You were elected President‼🙏Remove Dogs from the livestock  NOW‼🙏Thank you‼,Sad
@hdeel_j Thanks dear   😢💜,Sad
@ThatYouTub3Fam Awww he’s such a cutie! So sad I don’t have exclusive  😢,Sad
@TJ_Tranchell A legendary actor  Such a loss😢,Sad
@pulte Im doing laundry and I thought this was for me 😢 I was so excited 😂 Congrats the person who got it ❤ https://t co/P0XdtLdcut,Sad
@myleftfang Beautiful formation  We miss you Ollie  😢💔,Sad
@LilMarcieMouse we think everyone is CEO of that right now 😢,Sad
@FeralPeafowl I eat split pea soup 😆 😢,Sad
@LH1948 I feel very similarly  I personally don’t believe that women make these charges up except in VERY rare circumstances  And this leads me to wonder how it’s possible that we can’t find one male leader who has NOT assaulted a woman! Depressing 😢,Sad
